"goal_id","player_id","is_plus"
"172","20","1"
"172","23","1"
"172","67","0"
"172","69","0"
"172","71","0"
"172","79","1"
"172","101","0"
"172","114","1"
"172","118","1"
"172","126","0"
"173","24","0"
"173","66","1"
"173","67","1"
"173","71","1"
"173","75","1"
"173","89","1"
"173","90","0"
"173","91","0"
"173","97","0"
"173","115","0"
"174","20","0"
"174","21","0"
"174","67","1"
"174","71","1"
"174","73","1"
"174","76","1"
"174","79","0"
"174","100","1"
"174","114","0"
"174","129","0"
"175","20","0"
"175","21","0"
"175","67","1"
"175","71","1"
"175","73","1"
"175","76","1"
"175","79","0"
"175","100","1"
"175","114","0"
"175","129","0"
"176","33","0"
"176","35","0"
"176","36","0"
"176","38","0"
"176","51","1"
"176","53","1"
"176","57","1"
"176","62","1"
"176","63","1"
"176","87","0"
"177","37","0"
"177","38","0"
"177","45","0"
"177","49","1"
"177","50","1"
"177","54","1"
"177","61","1"
"177","62","1"
"177","86","0"
"177","87","0"
"178","39","0"
"178","50","1"
"178","53","1"
"178","56","1"
