"goal_id","player_id","primary_secondary"
"923","16","1"
"924","12","1"
"924","181","2"
"925","53","2"
"925","57","1"
"926","8","2"
"926","16","1"
"928","206","1"
"929","114","1"
"929","157","2"
"930","98","1"
"930","203","2"
"931","5","2"
"931","16","1"
"932","13","2"
"932","167","1"
"933","31","1"
"934","56","1"
"934","65","2"
"935","40","2"
"935","230","1"
"936","115","1"
"936","195","2"
"937","104","2"
"937","195","1"
"956","65","1"
"956","89","2"
"958","67","2"
"958","89","1"
"959","24","2"
"959","169","1"
"960","97","2"
"960","190","1"
"961","62","2"
"961","161","1"
"962","84","1"
"962","203","2"
"963","71","2"
"963","224","1"
"964","83","1"
"964","198","2"
"965","53","1"
"966","86","1"
"967","23","1"
"967","169","2"
"968","21","2"
"968","24","1"
"969","195","1"
"970","68","2"
"970","73","1"
"971","66","1"
"971","73","2"
"972","21","1"
"973","11","1"
"973","23","2"
"974","128","1"
"974","203","2"
"975","198","2"
"975","203","1"
"976","58","1"
"977","53","1"
"977","161","2"
"978","190","1"
"978","191","2"
"979","25","1"
"980","20","2"
"980","21","1"
"981","65","2"
"981","68","1"
"982","67","1"
"983","11","2"
"983","20","1"
"984","23","2"
"984","129","1"
"985","63","1"
"985","76","2"
"986","30","1"
"987","73","1"
"988","21","2"
"988","129","1"
"989","21","2"
"989","24","1"
"990","56","1"
"990","65","2"
"991","57","1"
"991","223","2"
"992","86","1"
"992","200","2"
"993","100","1"
"994","21","1"
"994","115","2"
"995","129","2"
"995","192","1"
"996","75","1"
"996","209","2"
"997","11","1"
"997","115","2"
"998","11","2"
"998","25","1"
"999","221","1"
"1000","57","1"
"1001","31","2"
"1001","198","1"
"1002","71","2"
"1002","161","1"
"1003","191","1"
"1005","72","2"
"1005","221","1"
"1006","24","2"
"1006","169","1"
"1007","129","1"
"1007","169","2"
"1008","50","2"
"1008","57","1"
"1009","169","1"
"1010","11","2"
"1010","190","1"
"1011","25","2"
"1011","169","1"
"1012","71","2"
"1012","224","1"
"1013","190","2"
"1013","191","1"
"1015","162","2"
"1015","267","1"
"1016","167","1"
"1016","195","2"
"1017","269","1"
"1018","167","1"
"1018","188","2"
"1019","194","1"
"1020","207","1"
"1021","207","1"
"1023","40","1"
"1024","21","1"
"1024","25","2"
"1025","21","1"
"1025","264","2"
"1026","60","2"
"1026","87","1"
"1027","205","2"
"1027","280","1"
"1028","30","2"
"1028","245","1"
"1029","249","2"
"1029","280","1"
"1030","230","2"
"1030","280","1"
"1031","33","1"
"1031","183","2"
"1032","97","1"
"1033","98","1"
"1034","84","1"
"1034","197","2"
"1035","39","2"
"1035","270","1"
"1036","169","1"
"1037","50","1"
"1039","72","2"
"1039","221","1"
"1040","244","1"
"1041","74","1"
"1041","317","2"
"1042","57","1"
"1044","99","2"
"1049","89","1"
"1051","63","2"
"1051","68","1"
"1052","63","2"
"1052","100","1"
"1053","254","2"
"1053","259","1"
"1054","32","1"
"1055","199","1"
"1056","31","2"
"1056","253","1"
"1057","16","2"
"1057","182","1"
"1058","23","1"
"1058","189","2"
"1059","56","2"
"1059","100","1"
"1060","73","1"
"1060","100","2"
"1061","34","2"
"1061","203","1"
"1063","13","1"
"1064","114","1"
"1064","169","2"
"1065","2","2"
"1065","224","1"
"1066","192","1"
"1066","198","2"
"1067","161","1"
"1068","285","1"
"1069","206","2"
"1069","285","1"
"1070","206","1"
"1070","285","2"
"1072","16","1"
"1072","18","2"
"1073","15","1"
"1073","78","2"
"1075","42","2"
"1075","83","1"
"1076","32","1"
"1076","42","2"
"1077","32","1"
"1077","39","2"
"1078","31","2"
"1078","84","1"
"1079","57","1"
"1079","242","2"
"1080","57","1"
"1080","219","2"
"1081","58","1"
"1081","242","2"
"1082","115","1"
"1083","58","1"
"1083","72","2"
"1084","72","1"
"1085","20","1"
"1085","189","2"
"1086","189","1"
"1088","195","2"
"1088","247","1"
"1090","249","1"
"1090","280","2"
"1091","60","1"
"1091","230","2"
"1092","207","2"
"1092","249","1"
"1093","89","2"
"1094","40","2"
"1094","47","1"
"1095","56","2"
"1095","65","1"
"1096","149","1"
"1097","16","1"
"1098","1","2"
"1098","12","1"
"1099","23","1"
"1099","189","2"
"1100","24","2"
"1100","104","1"
"1103","23","1"
"1103","189","2"
"1104","57","2"
"1104","58","1"
"1106","17","2"
"1106","182","1"
"1108","60","1"
"1108","207","2"
"1109","13","1"
"1109","181","2"
"1110","181","1"
"1110","210","2"
"1111","108","1"
"1111","239","2"
"1112","74","1"
"1112","200","2"
"1113","63","1"
"1113","73","2"
"1114","26","1"
"1115","161","1"
"1116","11","2"
"1116","115","1"
"1117","169","1"
"1117","227","2"
"1118","11","1"
"1118","198","2"
"1119","79","2"
"1119","274","1"
"1121","272","1"
"1122","67","1"
"1123","31","1"
"1123","83","2"
"1125","15","1"
"1125","246","2"
"1126","102","1"
"1126","263","2"
"1127","12","1"
"1127","246","2"
"1128","16","2"
"1128","18","1"
"1131","220","2"
"1131","286","1"
"1132","86","2"
"1132","316","1"
"1133","84","2"
"1133","128","1"
"1134","246","1"
"1135","12","2"
"1135","16","1"
"1136","34","2"
"1136","181","1"
"1137","13","1"
"1137","181","2"
"1138","208","1"
"1138","210","2"
"1139","13","1"
"1140","242","1"
"1141","21","1"
"1141","236","2"
"1142","24","1"
"1142","90","2"
"1143","104","1"
"1144","12","2"
"1144","246","1"
"1145","183","2"
"1145","256","1"
"1146","21","2"
"1146","236","1"
"1147","188","2"
"1147","189","1"
"1148","42","1"
"1149","61","1"
"1150","161","1"
"1152","161","2"
"1152","169","1"
"1153","5","2"
"1153","199","1"
"1154","66","2"
"1154","74","1"
"1155","205","1"
"1155","249","2"
"1156","65","1"
"1157","229","2"
"1157","280","1"
"1158","63","1"
"1159","26","1"
"1160","71","2"
"1160","88","1"
"1161","285","1"
"1162","23","1"
"1162","188","2"
"1163","72","1"
